Time	Sum	Command
136	136	-> complete -f -c git -n '__fish_git_using_command submodule; and __fish_seen_subcommand_from deinit' -l force -d "Remove even with local changes"
138	138	-> complete -f -c git -n '__fish_git_using_command submodule; and __fish_seen_subcommand_from status summary' -l cached -d "Use the commit stored in the index"
133	133	-> complete -f -c git -n '__fish_git_using_command submodule; and __fish_seen_subcommand_from summary' -l files -d "Compare the commit in the index with submodule HEAD"
142	142	-> complete -f -c git -n '__fish_git_using_command submodule; and __fish_seen_subcommand_from foreach update status' -l recursive -d "Traverse submodules recursively"
283	283	-> complete -f -c git -n '__fish_git_using_command submodule; and __fish_seen_subcommand_from foreach' -a "(__fish_complete_subcommand --fcs-skip=3)"
125	125	-> complete -f -c git -n '__fish_git_needs_command' -a whatchanged -d 'Show logs with difference each commit introduces'
126	126	-> complete -c git -n '__fish_git_needs_command' -a '(__fish_git_aliases)'
113	113	-> complete -f -c git -n '__fish_git_needs_command' -a clean -d 'Remove untracked files from the working tree'
115	115	-> complete -f -c git -n '__fish_git_using_command clean' -s f -l force -d 'Force run'
116	116	-> complete -f -c git -n '__fish_git_using_command clean' -s i -l interactive -d 'Show what would be done and clean files interactively'
120	120	-> complete -f -c git -n '__fish_git_using_command clean' -s n -l dry-run -d 'Don\'t actually remove anything, just show what would be done'
120	120	-> complete -f -c git -n '__fish_git_using_command clean' -s q -l quite -d 'Be quiet, only report errors'
109	109	-> complete -f -c git -n '__fish_git_using_command clean' -s d -d 'Remove untracked directories in addition to untracked files'
107	107	-> complete -f -c git -n '__fish_git_using_command clean' -s x -d 'Remove ignored files, as well'
106	106	-> complete -f -c git -n '__fish_git_using_command clean' -s X -d 'Remove only ignored files'
113	113	-> complete -f -c git -n '__fish_git_needs_command' -a blame -d 'Show what revision and author last modified each line of a file'
106	106	-> complete -f -c git -n '__fish_git_using_command blame' -s b -d 'Show blank SHA-1 for boundary commits'
108	108	-> complete -f -c git -n '__fish_git_using_command blame' -l root -d 'Do not treat root commits as boundaries'
106	106	-> complete -f -c git -n '__fish_git_using_command blame' -l show-stats -d 'Include additional statistics'
151	151	-> complete -f -c git -n '__fish_git_using_command blame' -s L -d 'Annotate only the given line range'
106	106	-> complete -f -c git -n '__fish_git_using_command blame' -s l -d 'Show long rev'
107	107	-> complete -f -c git -n '__fish_git_using_command blame' -s t -d 'Show raw timestamp'
107	107	-> complete -r -c git -n '__fish_git_using_command blame' -s S -d 'Use revisions from named file instead of calling rev-list'
131	131	-> complete -f -c git -n '__fish_git_using_command blame' -l reverse -d 'Walk history forward instead of backward'
120	120	-> complete -f -c git -n '__fish_git_using_command blame' -s p -l porcelain -d 'Show in a format designed for machine consumption'
111	111	-> complete -f -c git -n '__fish_git_using_command blame' -l line-porcelain -d 'Show the porcelain format'
119	119	-> complete -f -c git -n '__fish_git_using_command blame' -l incremental -d 'Show the result incrementally'
115	115	-> complete -r -c git -n '__fish_git_using_command blame' -l contents -d 'Instead of working tree, use the contents of the named file'
110	110	-> complete -x -c git -n '__fish_git_using_command blame' -l date -d 'Specifies the format used to output dates'
111	111	-> complete -f -c git -n '__fish_git_using_command blame' -s M -d 'Detect moved or copied lines within a file'
112	112	-> complete -f -c git -n '__fish_git_using_command blame' -s C -d 'Detect lines moved or copied from other files that were modified in the same commit'
110	110	-> complete -f -c git -n '__fish_git_using_command blame' -s h -d 'Show help message'
110	110	-> complete -f -c git -n '__fish_git_using_command blame' -s c -d 'Use the same output mode as git-annotate'
119	119	-> complete -f -c git -n '__fish_git_using_command blame' -s f -l show-name -d 'Show the filename in the original commit'
128	128	-> complete -f -c git -n '__fish_git_using_command blame' -s n -l show-number -d 'Show the line number in the original commit'
114	114	-> complete -f -c git -n '__fish_git_using_command blame' -s s -d 'Suppress the author name and timestamp from the output'
117	117	-> complete -f -c git -n '__fish_git_using_command blame' -s e -l show-email -d 'Show the author email instead of author name'
109	109	-> complete -f -c git -n '__fish_git_using_command blame' -s w -d 'Ignore whitespace changes'
144	144	-> complete -c git -n '__fish_git_needs_command' -a '(__fish_git_custom_commands)' -d 'Custom command'
124	2233	> __fish_disable_bracketed_paste 'git --v'
2109	2109	-> printf "\e[?2004l"
2155	2155	> echo $_ " "
3579	152009	> __fish_pwd
148430	148430	-> pwd | sed -e 's-^/cygdrive/\(.\)/\?-\u\1:/-'
294106	294106	> git --v
93	184	> __fish_enable_bracketed_paste
91	91	-> printf "\e[?2004h"
325	150743	> fish_mode_prompt
45	150418	-> if test "$fish_key_bindings" = "fish_vi_key_bindings"...
144215	144215	--> test "$fish_key_bindings" = "fish_vi_key_bindings"
56	6158	--> switch $fish_bind_mode...
624	6102	---> prompt_segment green black "I"
93	93	----> set -l bg
70	70	----> set -l fg
39	2305	----> if [ -n "$argv[1]" ]...
2161	2161	-----> [ -n "$argv[1]" ]
105	105	-----> set bg $argv[1]
35	215	----> if [ -n "$argv[2]" ]...
88	88	-----> [ -n "$argv[2]" ]
92	92	-----> set fg $argv[2]
57	2481	----> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
151	151	-----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
2109	2109	-----> set_color -b $bg
90	90	-----> set_color $fg
74	74	-----> echo -n " "
102	102	----> set current_bg $argv[1]
34	212	----> if [ -n "$argv[3]" ]...
88	88	-----> [ -n "$argv[3]" ]
90	90	-----> echo -n -s $argv[3] " "
453	5017243	> fish_prompt
141	141	-> set -g RETVAL $status
400	425334	-> prompt_status
83	2932	--> if [ $RETVAL -ne 0 ]...
214	214	---> [ $RETVAL -ne 0 ]
913	2635	---> prompt_segment black red "✘"
138	138	----> set -l bg
79	79	----> set -l fg
38	287	----> if [ -n "$argv[1]" ]...
98	98	-----> [ -n "$argv[1]" ]
151	151	-----> set bg $argv[1]
31	205	----> if [ -n "$argv[2]" ]...
85	85	-----> [ -n "$argv[2]" ]
89	89	-----> set fg $argv[2]
82	724	----> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
166	166	-----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
88	88	-----> set_color -b $bg
81	81	-----> set_color $current_bg
124	124	-----> echo -n "$segment_separator "
102	102	-----> set_color -b $bg
81	81	-----> set_color $fg
91	91	----> set current_bg $argv[1]
31	198	----> if [ -n "$argv[3]" ]...
81	81	-----> [ -n "$argv[3]" ]
86	86	-----> echo -n -s $argv[3] " "
888	98756	--> set -l uid (id -u $USER)
97868	97868	---> id -u $USER
28	151	--> if [ $uid -eq 0 ]...
123	123	---> [ $uid -eq 0 ]
25	323095	--> if [ (jobs -l | wc -l) -gt 0 ]...
809	323070	---> [ (jobs -l | wc -l) -gt 0 ]
322261	322261	----> jobs -l | wc -l
193	136784	-> prompt_virtual_env
30	136591	--> if test "$VIRTUAL_ENV"...
136561	136561	---> test "$VIRTUAL_ENV"
484	1408	-> prompt_user
93	93	--> set -l BG 444444
74	74	--> set -l FG BCBCBC
37	757	--> if [ "$theme_display_user" = "yes" ]...
102	102	---> [ "$theme_display_user" = "yes" ]
225	528	---> get_hostname
94	94	----> set -g HOSTNAME_PROMPT ""
24	209	----> if [ "$theme_hostname" = "always" -o \( "$theme_hostname" != "never" -a -n "$SSH_CLIENT" \) ]...
185	185	-----> [ "$theme_hostname" = "always" -o \( "$theme_hostname" != "never" -a -n "$SSH_CLIENT" \) ]
22	90	---> if [ $HOSTNAME_PROMPT ]...
68	68	----> [ $HOSTNAME_PROMPT ]
115	12453	-> prompt_dir
1229	12338	--> prompt_segment 1C1C1C FFFFFF (prompt_pwd)
2472	9581	---> prompt_pwd
110	110	----> set -l options 'h/help'
3411	3411	----> argparse -n prompt_pwd --max-args=0 $options -- $argv
37	148	----> if set -q _flag_help...
111	111	-----> set -q _flag_help
89	89	----> set -q fish_prompt_pwd_dir_length
108	108	----> or set -l fish_prompt_pwd_dir_length 1
328	328	----> set realhome ~
731	2639	----> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $PWD)
1908	1908	-----> string replace -r '^'"$realhome"'($|/)' '~$1' $PWD
37	276	----> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
96	96	-----> [ $fish_prompt_pwd_dir_length -eq 0 ]
143	143	-----> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
85	85	---> set -l bg
67	67	---> set -l fg
33	216	---> if [ -n "$argv[1]" ]...
92	92	----> [ -n "$argv[1]" ]
91	91	----> set bg $argv[1]
32	204	---> if [ -n "$argv[2]" ]...
84	84	----> [ -n "$argv[2]" ]
88	88	----> set fg $argv[2]
73	660	---> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
149	149	----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
99	99	----> set_color -b $bg
87	87	----> set_color $current_bg
83	83	----> echo -n "$segment_separator "
84	84	----> set_color -b $bg
85	85	----> set_color $fg
91	91	---> set current_bg $argv[1]
33	205	---> if [ -n "$argv[3]" ]...
83	83	----> [ -n "$argv[3]" ]
89	89	----> echo -n -s $argv[3] " "
183	55221	-> __exists hg
55038	55038	--> command -v "$name" ^/dev/null >&2
536	1662911	-> and prompt_hg
92	92	--> set -l branch
74	74	--> set -l state
65	1662209	--> if command hg id >/dev/null 2>&1...
1662144	1662144	---> command hg id >/dev/null 2>&1
288	52487	-> __exists git
52199	52199	--> command -v "$name" ^/dev/null >&2
1557	2403074	-> and prompt_git
131	131	--> set -l ref
150	2401386	--> if command git rev-parse --is-inside-work-tree >/dev/null 2>&1...
308932	308932	---> command git rev-parse --is-inside-work-tree >/dev/null 2>&1
1042	308280	---> set ref (command git symbolic-ref HEAD 2> /dev/null)
307238	307238	----> command git symbolic-ref HEAD 2> /dev/null
28	139	---> if [ $status -gt 0 ]...
111	111	----> [ $status -gt 0 ]
132250	132250	---> set branch_symbol \uE0A0
875	149677	---> set -l branch (echo $ref | sed  "s-refs/heads/-$branch_symbol -")
148802	148802	----> echo $ref | sed  "s-refs/heads/-$branch_symbol -"
131	131	---> set -l BG PROMPT
1469	396361	---> set -l dirty (command git status --porcelain --ignore-submodules=dirty 2> /dev/null)
394892	394892	----> command git status --porcelain --ignore-submodules=dirty 2> /dev/null
197	1103234	---> if [ "$dirty" = "" ]...
180	180	----> [ "$dirty" = "" ]
109	109	----> set BG yellow
116	116	----> set dirty ''
77	77	----> set -l empty 0
308783	308783	----> git rev-parse --quiet --verify HEAD > /dev/null ^&1
105	105	----> set -l target
95	323602	----> if [ $empty = 1 ]...
107	107	-----> [ $empty = 1 ]
86	86	-----> set target 'HEAD'
90	90	-----> set -l unstaged 0
322825	322825	-----> git diff --no-ext-diff --ignore-submodules=dirty --quiet --exit-code
132	132	-----> or set unstaged 1
46	267	-----> if [ $unstaged = 1 ]...
97	97	------> [ $unstaged = 1 ]
124	124	------> set dirty $dirty'●'
93	93	----> set -l staged 0
326514	326514	----> git diff-index --cached --quiet --exit-code --ignore-submodules=dirty $target
32	148	----> if [ $staged = 1 ]...
116	116	-----> [ $staged = 1 ]
42	143310	----> if [ "$dirty" = "" ]...
96	96	-----> [ "$dirty" = "" ]
143172	143172	-----> set PROMPT "$branch $dirty"
675	2232	---> prompt_segment $BG black $PROMPT
92	92	----> set -l bg
71	71	----> set -l fg
34	226	----> if [ -n "$argv[1]" ]...
99	99	-----> [ -n "$argv[1]" ]
93	93	-----> set bg $argv[1]
31	207	----> if [ -n "$argv[2]" ]...
87	87	-----> [ -n "$argv[2]" ]
89	89	-----> set fg $argv[2]
72	660	----> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
149	149	-----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
96	96	-----> set_color -b $bg
96	96	-----> set_color $current_bg
85	85	-----> echo -n "$segment_separator "
82	82	-----> set_color -b $bg
80	80	-----> set_color $fg
92	92	----> set current_bg $argv[1]
31	209	----> if [ -n "$argv[3]" ]...
85	85	-----> [ -n "$argv[3]" ]
93	93	-----> echo -n -s $argv[3] " "
176	42389	-> __exists svn
42213	42213	--> command -v "$name" ^/dev/null >&2
307	223692	-> and prompt_svn
89	89	--> set -l ref
45	223296	--> if command svn ls . >/dev/null 2>&1...
223251	223251	---> command svn ls . >/dev/null 2>&1
275	896	-> prompt_finish
82	469	--> if [ -n $current_bg ]...
105	105	---> [ -n $current_bg ]
98	98	---> set_color -b normal
93	93	---> set_color $current_bg
91	91	---> echo -n "$segment_separator "
71	71	--> set_color normal
81	81	--> set -g current_bg NONE
139	139	> echo $_ " "
189	292338	> __fish_pwd
292149	292149	-> pwd | sed -e 's-^/cygdrive/\(.\)/\?-\u\1:/-'
118	191	> __fish_disable_bracketed_paste 'git --version'
73	73	-> printf "\e[?2004l"
118	118	> echo $_ " "
162	141338	> __fish_pwd
141176	141176	-> pwd | sed -e 's-^/cygdrive/\(.\)/\?-\u\1:/-'
304891	304891	> git --version
95	190	> __fish_enable_bracketed_paste
95	95	-> printf "\e[?2004h"
333	140684	> fish_mode_prompt
43	140351	-> if test "$fish_key_bindings" = "fish_vi_key_bindings"...
138274	138274	--> test "$fish_key_bindings" = "fish_vi_key_bindings"
57	2034	--> switch $fish_bind_mode...
626	1977	---> prompt_segment green black "I"
88	88	----> set -l bg
70	70	----> set -l fg
34	230	----> if [ -n "$argv[1]" ]...
104	104	-----> [ -n "$argv[1]" ]
92	92	-----> set bg $argv[1]
32	205	----> if [ -n "$argv[2]" ]...
86	86	-----> [ -n "$argv[2]" ]
87	87	-----> set fg $argv[2]
53	454	----> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
149	149	-----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
95	95	-----> set_color -b $bg
85	85	-----> set_color $fg
72	72	-----> echo -n " "
93	93	----> set current_bg $argv[1]
34	211	----> if [ -n "$argv[3]" ]...
90	90	-----> [ -n "$argv[3]" ]
87	87	-----> echo -n -s $argv[3] " "
434	5953498	> fish_prompt
123	123	-> set -g RETVAL $status
361	395528	-> prompt_status
41	179	--> if [ $RETVAL -ne 0 ]...
138	138	---> [ $RETVAL -ne 0 ]
2151	119843	--> set -l uid (id -u $USER)
117692	117692	---> id -u $USER
38	185	--> if [ $uid -eq 0 ]...
147	147	---> [ $uid -eq 0 ]
30	274960	--> if [ (jobs -l | wc -l) -gt 0 ]...
909	274930	---> [ (jobs -l | wc -l) -gt 0 ]
274021	274021	----> jobs -l | wc -l
206	149923	-> prompt_virtual_env
31	149717	--> if test "$VIRTUAL_ENV"...
149686	149686	---> test "$VIRTUAL_ENV"
491	1515	-> prompt_user
95	95	--> set -l BG 444444
76	76	--> set -l FG BCBCBC
38	853	--> if [ "$theme_display_user" = "yes" ]...
115	115	---> [ "$theme_display_user" = "yes" ]
240	608	---> get_hostname
118	118	----> set -g HOSTNAME_PROMPT ""
26	250	----> if [ "$theme_hostname" = "always" -o \( "$theme_hostname" != "never" -a -n "$SSH_CLIENT" \) ]...
224	224	-----> [ "$theme_hostname" = "always" -o \( "$theme_hostname" != "never" -a -n "$SSH_CLIENT" \) ]
22	92	---> if [ $HOSTNAME_PROMPT ]...
70	70	----> [ $HOSTNAME_PROMPT ]
177	7671	-> prompt_dir
1545	7494	--> prompt_segment 1C1C1C FFFFFF (prompt_pwd)
801	3365	---> prompt_pwd
302	302	----> set -l options 'h/help'
199	199	----> argparse -n prompt_pwd --max-args=0 $options -- $argv
62	216	----> if set -q _flag_help...
154	154	-----> set -q _flag_help
131	131	----> set -q fish_prompt_pwd_dir_length
99	99	----> or set -l fish_prompt_pwd_dir_length 1
420	420	----> set realhome ~
759	929	----> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $PWD)
170	170	-----> string replace -r '^'"$realhome"'($|/)' '~$1' $PWD
36	268	----> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
93	93	-----> [ $fish_prompt_pwd_dir_length -eq 0 ]
139	139	-----> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
114	114	---> set -l bg
72	72	---> set -l fg
33	241	---> if [ -n "$argv[1]" ]...
104	104	----> [ -n "$argv[1]" ]
104	104	----> set bg $argv[1]
35	234	---> if [ -n "$argv[2]" ]...
98	98	----> [ -n "$argv[2]" ]
101	101	----> set fg $argv[2]
127	1118	---> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
180	180	----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
126	126	----> set_color -b $bg
96	96	----> set_color $current_bg
101	101	----> echo -n "$segment_separator "
136	136	----> set_color -b $bg
352	352	----> set_color $fg
213	213	---> set current_bg $argv[1]
78	592	---> if [ -n "$argv[3]" ]...
181	181	----> [ -n "$argv[3]" ]
333	333	----> echo -n -s $argv[3] " "
271	60729	-> __exists hg
60458	60458	--> command -v "$name" ^/dev/null >&2
692	1867769	-> and prompt_hg
179	179	--> set -l branch
97	97	--> set -l state
56	1866801	--> if command hg id >/dev/null 2>&1...
1866745	1866745	---> command hg id >/dev/null 2>&1
282	51558	-> __exists git
51276	51276	--> command -v "$name" ^/dev/null >&2
1139	2994370	-> and prompt_git
3338	3338	--> set -l ref
184	2989893	--> if command git rev-parse --is-inside-work-tree >/dev/null 2>&1...
347200	347200	---> command git rev-parse --is-inside-work-tree >/dev/null 2>&1
1192	361919	---> set ref (command git symbolic-ref HEAD 2> /dev/null)
360727	360727	----> command git symbolic-ref HEAD 2> /dev/null
52	208	---> if [ $status -gt 0 ]...
156	156	----> [ $status -gt 0 ]
172351	172351	---> set branch_symbol \uE0A0
887	160674	---> set -l branch (echo $ref | sed  "s-refs/heads/-$branch_symbol -")
159787	159787	----> echo $ref | sed  "s-refs/heads/-$branch_symbol -"
112	112	---> set -l BG PROMPT
1457	523718	---> set -l dirty (command git status --porcelain --ignore-submodules=dirty 2> /dev/null)
522261	522261	----> command git status --porcelain --ignore-submodules=dirty 2> /dev/null
276	1406402	---> if [ "$dirty" = "" ]...
217	217	----> [ "$dirty" = "" ]
121	121	----> set BG yellow
116	116	----> set dirty ''
131	131	----> set -l empty 0
490241	490241	----> git rev-parse --quiet --verify HEAD > /dev/null ^&1
131	131	----> set -l target
111	382035	----> if [ $empty = 1 ]...
2909	2909	-----> [ $empty = 1 ]
131	131	-----> set target 'HEAD'
111	111	-----> set -l unstaged 0
378415	378415	-----> git diff --no-ext-diff --ignore-submodules=dirty --quiet --exit-code
120	120	-----> or set unstaged 1
41	238	-----> if [ $unstaged = 1 ]...
98	98	------> [ $unstaged = 1 ]
99	99	------> set dirty $dirty'●'
87	87	----> set -l staged 0
350708	350708	----> git diff-index --cached --quiet --exit-code --ignore-submodules=dirty $target
38	188	----> if [ $staged = 1 ]...
150	150	-----> [ $staged = 1 ]
62	182151	----> if [ "$dirty" = "" ]...
318	318	-----> [ "$dirty" = "" ]
181771	181771	-----> set PROMPT "$branch $dirty"
1113	17125	---> prompt_segment $BG black $PROMPT
148	148	----> set -l bg
150	150	----> set -l fg
60	388	----> if [ -n "$argv[1]" ]...
165	165	-----> [ -n "$argv[1]" ]
163	163	-----> set bg $argv[1]
54	349	----> if [ -n "$argv[2]" ]...
137	137	-----> [ -n "$argv[2]" ]
158	158	-----> set fg $argv[2]
151	14379	----> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
289	289	-----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
5918	5918	-----> set_color -b $bg
319	319	-----> set_color $current_bg
7404	7404	-----> echo -n "$segment_separator "
165	165	-----> set_color -b $bg
133	133	-----> set_color $fg
189	189	----> set current_bg $argv[1]
67	409	----> if [ -n "$argv[3]" ]...
147	147	-----> [ -n "$argv[3]" ]
195	195	-----> echo -n -s $argv[3] " "
316	83304	-> __exists svn
82988	82988	--> command -v "$name" ^/dev/null >&2
538	339471	-> and prompt_svn
166	166	--> set -l ref
64	338767	--> if command svn ls . >/dev/null 2>&1...
338703	338703	---> command svn ls . >/dev/null 2>&1
368	1103	-> prompt_finish
68	544	--> if [ -n $current_bg ]...
139	139	---> [ -n $current_bg ]
113	113	---> set_color -b normal
115	115	---> set_color $current_bg
109	109	---> echo -n "$segment_separator "
89	89	--> set_color normal
102	102	--> set -g current_bg NONE
163	163	> echo $_ " "
2194	376213	> __fish_pwd
374019	374019	-> pwd | sed -e 's-^/cygdrive/\(.\)/\?-\u\1:/-'
4148	4244	> source /usr/share/fish/vendor_functions.d/sudo.fish
96	96	-> function sudo --description "Run a command with administrative privileges"...
1656	5488	> source /usr/share/fish/completions/sudo.fish
2020	2020	-> complete -c sudo -s A -d "Ask for password via the askpass or \$SSH_ASKPASS program"
158	158	-> complete -c sudo -s C -d "Close all file descriptors greater or equal to the given number" -a "(seq 0 255)"
85	85	-> complete -c sudo -s E -d "Preserve environment"
84	84	-> complete -c sudo -s H -d "Set home"
78	78	-> complete -c sudo -s K -d "Remove the credential timestamp entirely"
76	76	-> complete -c sudo -s P -d "Preserve group vector"
75	75	-> complete -c sudo -s S -d "Read password from stdin"
75	75	-> complete -c sudo -s b -d "Run command in the background"
76	76	-> complete -c sudo -s e -r -d "Edit"
126	126	-> complete -c sudo -s g -a "(__fish_complete_groups)" -x -d "Run command as group"
107	107	-> complete -c sudo -s h -n "__fish_no_arguments" -d "Display help and exit"
76	76	-> complete -c sudo -s i -d "Run a login shell"
75	75	-> complete -c sudo -s k -d "Reset or ignore the credential timestamp"
78	78	-> complete -c sudo -s l -d "List the allowed and forbidden commands for the given user, or the full path to the given command if it is allowed"
122	122	-> complete -c sudo -s n -d "Do not prompt for a password - if one is needed, fail"
88	88	-> complete -c sudo -s p -d "Specify a custom password prompt"
76	76	-> complete -c sudo -s s -d "Run the given command in a shell"
123	123	-> complete -c sudo -s u -a "(__fish_complete_users)" -x -d "Run command as user"
105	105	-> complete -c sudo -s v -n "__fish_no_arguments" -d "Validate the credentials, extending timeout"
129	129	-> complete -c sudo -d "Command to run" -x -a "(__fish_complete_subcommand_root -u -g)"
215	4225	> __fish_disable_bracketed_paste 'apt-cyf '
4010	4010	-> printf "\e[?2004l"
3295	3295	> echo $_ " "
-57441	196182	> __fish_pwd
192591	192591	-> pwd | sed -e 's-^/cygdrive/\(.\)/\?-\u\1:/-'
106	61032	-> __fish_command_not_found_handler apt-cyf
142	60926	--> __fish_default_command_not_found_handler $argv[1]
60784	60784	---> echo "fish: Unknown command '$argv'" >&2
90	174	> __fish_enable_bracketed_paste
84	84	-> printf "\e[?2004h"
478	173143	> fish_mode_prompt
47	172665	-> if test "$fish_key_bindings" = "fish_vi_key_bindings"...
164508	164508	--> test "$fish_key_bindings" = "fish_vi_key_bindings"
61	8110	--> switch $fish_bind_mode...
644	8049	---> prompt_segment green black "I"
2046	2046	----> set -l bg
77	77	----> set -l fg
38	2154	----> if [ -n "$argv[1]" ]...
2011	2011	-----> [ -n "$argv[1]" ]
105	105	-----> set bg $argv[1]
34	215	----> if [ -n "$argv[2]" ]...
90	90	-----> [ -n "$argv[2]" ]
91	91	-----> set fg $argv[2]
59	2570	----> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
150	150	-----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
2165	2165	-----> set_color -b $bg
102	102	-----> set_color $fg
94	94	-----> echo -n " "
94	94	----> set current_bg $argv[1]
38	249	----> if [ -n "$argv[3]" ]...
103	103	-----> [ -n "$argv[3]" ]
108	108	-----> echo -n -s $argv[3] " "
453	5680687	> fish_prompt
128	128	-> set -g RETVAL $status
371	442442	-> prompt_status
36	3229	--> if [ $RETVAL -ne 0 ]...
99	99	---> [ $RETVAL -ne 0 ]
873	3094	---> prompt_segment black red "✘"
166	166	----> set -l bg
83	83	----> set -l fg
49	344	----> if [ -n "$argv[1]" ]...
166	166	-----> [ -n "$argv[1]" ]
129	129	-----> set bg $argv[1]
47	364	----> if [ -n "$argv[2]" ]...
171	171	-----> [ -n "$argv[2]" ]
146	146	-----> set fg $argv[2]
104	823	----> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
158	158	-----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
103	103	-----> set_color -b $bg
100	100	-----> set_color $current_bg
107	107	-----> echo -n "$segment_separator "
126	126	-----> set_color -b $bg
125	125	-----> set_color $fg
153	153	----> set current_bg $argv[1]
45	288	----> if [ -n "$argv[3]" ]...
121	121	-----> [ -n "$argv[3]" ]
122	122	-----> echo -n -s $argv[3] " "
1673	115472	--> set -l uid (id -u $USER)
113799	113799	---> id -u $USER
49	188	--> if [ $uid -eq 0 ]...
139	139	---> [ $uid -eq 0 ]
34	323182	--> if [ (jobs -l | wc -l) -gt 0 ]...
1410	323148	---> [ (jobs -l | wc -l) -gt 0 ]
321738	321738	----> jobs -l | wc -l
176	147213	-> prompt_virtual_env
26	147037	--> if test "$VIRTUAL_ENV"...
147011	147011	---> test "$VIRTUAL_ENV"
474	1369	-> prompt_user
87	87	--> set -l BG 444444
76	76	--> set -l FG BCBCBC
36	732	--> if [ "$theme_display_user" = "yes" ]...
96	96	---> [ "$theme_display_user" = "yes" ]
222	513	---> get_hostname
85	85	----> set -g HOSTNAME_PROMPT ""
22	206	----> if [ "$theme_hostname" = "always" -o \( "$theme_hostname" != "never" -a -n "$SSH_CLIENT" \) ]...
184	184	-----> [ "$theme_hostname" = "always" -o \( "$theme_hostname" != "never" -a -n "$SSH_CLIENT" \) ]
21	87	---> if [ $HOSTNAME_PROMPT ]...
66	66	----> [ $HOSTNAME_PROMPT ]
136	17448	-> prompt_dir
2147	17312	--> prompt_segment 1C1C1C FFFFFF (prompt_pwd)
2542	12317	---> prompt_pwd
112	112	----> set -l options 'h/help'
2124	2124	----> argparse -n prompt_pwd --max-args=0 $options -- $argv
36	137	----> if set -q _flag_help...
101	101	-----> set -q _flag_help
66	66	----> set -q fish_prompt_pwd_dir_length
80	80	----> or set -l fish_prompt_pwd_dir_length 1
321	321	----> set realhome ~
1257	6471	----> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $PWD)
5214	5214	-----> string replace -r '^'"$realhome"'($|/)' '~$1' $PWD
64	464	----> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
168	168	-----> [ $fish_prompt_pwd_dir_length -eq 0 ]
232	232	-----> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
195	195	---> set -l bg
147	147	---> set -l fg
63	378	---> if [ -n "$argv[1]" ]...
159	159	----> [ -n "$argv[1]" ]
156	156	----> set bg $argv[1]
48	320	---> if [ -n "$argv[2]" ]...
139	139	----> [ -n "$argv[2]" ]
133	133	----> set fg $argv[2]
120	1233	---> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
240	240	----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
159	159	----> set_color -b $bg
143	143	----> set_color $current_bg
273	273	----> echo -n "$segment_separator "
151	151	----> set_color -b $bg
147	147	----> set_color $fg
150	150	---> set current_bg $argv[1]
53	425	---> if [ -n "$argv[3]" ]...
142	142	----> [ -n "$argv[3]" ]
230	230	----> echo -n -s $argv[3] " "
278	66857	-> __exists hg
66579	66579	--> command -v "$name" ^/dev/null >&2
907	1858311	-> and prompt_hg
151	151	--> set -l branch
128	128	--> set -l state
54	1857125	--> if command hg id >/dev/null 2>&1...
1857071	1857071	---> command hg id >/dev/null 2>&1
286	63493	-> __exists git
63207	63207	--> command -v "$name" ^/dev/null >&2
1465	2753060	-> and prompt_git
132	132	--> set -l ref
144	2751463	--> if command git rev-parse --is-inside-work-tree >/dev/null 2>&1...
